date, open, high, low, close
2019-07-25, 9.8, 9.8, 9.8, 9.8
2019-07-26, 9.8, 9.8, 9.8, 9.8
2019-07-29, 9.8, 9.8, 9.8, 9.8
2019-07-30, 9.8, 9.8, 9.8, 9.8
2019-07-31, 9.8, 9.8, 9.8, 9.8
2019-08-01, 9.8, 9.8, 9.8, 9.8
2019-08-02, 9.8, 9.8, 9.8, 9.8
2019-08-05, 9.8, 9.8, 9.8, 9.8
2019-08-06, 9.8, 9.8, 9.8, 9.8
2019-08-07, 9.76, 9.76, 9.76, 9.76
2019-08-08, 9.76, 9.76, 9.76, 9.76
2019-08-09, 9.76, 9.76, 9.76, 9.76
2019-08-12, 9.76, 9.76, 9.76, 9.76
2019-08-13, 9.77, 9.78, 9.77, 9.78
2019-08-14, 9.77, 9.78, 9.77, 9.78
2019-08-15, 9.77, 9.78, 9.77, 9.78
2019-08-19, 9.78, 9.78, 9.78, 9.78
2019-08-20, 9.84, 9.85, 9.84, 9.85
2019-08-21, 9.85, 9.85, 9.85, 9.85
2019-08-22, 9.85, 9.85, 9.85, 9.85
2019-08-23, 9.85, 9.85, 9.85, 9.85
2019-08-26, 9.85, 9.85, 9.85, 9.85
2019-08-27, 9.85, 9.85, 9.85, 9.85
2019-08-28, 9.85, 9.85, 9.85, 9.85
2019-08-29, 9.85, 9.85, 9.85, 9.85
2019-08-30, 9.85, 9.85, 9.85, 9.85
2019-09-03, 9.85, 9.85, 9.85, 9.85
2019-09-04, 9.85, 9.85, 9.85, 9.85
2019-09-05, 9.85, 9.85, 9.85, 9.85
2019-09-06, 9.85, 9.85, 9.85, 9.85
2019-09-09, 9.85, 9.85, 9.85, 9.85
2019-09-10, 9.85, 9.85, 9.85, 9.85
2019-09-11, 9.85, 9.85, 9.85, 9.85
2019-09-12, 9.85, 9.85, 9.85, 9.85
2019-09-13, 9.85, 9.85, 9.85, 9.85
2019-09-16, 9.85, 9.85, 9.85, 9.85
2019-09-17, 9.85, 9.85, 9.85, 9.85
2019-09-18, 9.85, 9.92, 9.85, 9.9
2019-09-19, 9.9, 9.9, 9.9, 9.9
2019-09-20, 9.84, 9.85, 9.84, 9.85
2019-09-23, 9.85, 9.85, 9.85, 9.85
2019-09-24, 9.85, 9.85, 9.85, 9.85
2019-09-25, 9.85, 9.85, 9.85, 9.85
2019-09-26, 9.85, 9.85, 9.85, 9.85
2019-09-27, 9.85, 9.85, 9.85, 9.85
2019-09-30, 9.85, 9.85, 9.85, 9.85
2019-10-01, 9.906, 9.92, 9.906, 9.92
2019-10-02, 9.92, 9.92, 9.92, 9.92
2019-10-03, 9.89, 9.89, 9.89, 9.89
2019-10-04, 9.92, 9.92, 9.8955, 9.92
2019-10-07, 9.92, 9.92, 9.92, 9.92
2019-10-08, 9.92, 9.92, 9.92, 9.92
2019-10-09, 9.92, 9.92, 9.92, 9.92
2019-10-10, 9.92, 9.92, 9.92, 9.92
2019-10-11, 9.92, 9.92, 9.92, 9.92
2019-10-14, 9.92, 9.92, 9.92, 9.92
2019-10-15, 9.85, 9.95, 9.85, 9.95
2019-10-16, 9.85, 9.95, 9.85, 9.926
2019-10-17, 9.9, 9.95, 9.9, 9.95
2019-10-18, 9.95, 9.95, 9.9, 9.95
2019-10-21, 9.95, 9.95, 9.9, 9.9239
2019-10-22, 9.9001, 9.9001, 9.87, 9.87
2019-10-23, 9.87, 9.87, 9.87, 9.87
2019-10-24, 9.87, 9.87, 9.87, 9.87
2019-10-25, 9.85, 9.85, 9.85, 9.85
2019-10-28, 9.85, 9.85, 9.85, 9.85
2019-10-29, 9.93, 9.93, 9.93, 9.93
2019-10-30, 9.9, 9.9121, 9.8501, 9.8809
2019-10-31, 10.15, 10.15, 10.07, 10.08
2019-11-01, 10.1, 10.132, 10.08, 10.08
2019-11-04, 10.09, 10.09, 10.06, 10.09
2019-11-05, 10.07, 10.09, 10.06, 10.09
2019-11-06, 10.0701, 10.1, 10.05, 10.05
2019-11-07, 10.07, 10.1, 10.04, 10.08
2019-11-08, 10.075, 10.1, 10.07, 10.1
2019-11-11, 10.0888, 10.0888, 10.0864, 10.0864
2019-11-12, 10.0864, 10.0864, 10.0864, 10.0864
2019-11-13, 10.086, 10.086, 10.086, 10.086
2019-11-14, 10.05, 10.1, 10.04, 10.09
2019-11-15, 10.09, 10.09, 10.09, 10.09
2019-11-18, 10.05, 10.09, 10.04, 10.04
2019-11-19, 10.04, 10.04, 10.04, 10.04
2019-11-20, 10.0427, 10.0427, 10.0427, 10.0427
2019-11-21, 10.0427, 10.0427, 10.0427, 10.0427
